Vuosi,y_coord,x_coord,Onnettomuustyyppi 1
2008,6680176,3393403,21 Rakennuspalo
2008,6674197,3375162,21 Rakennuspalo
2008,6675924,3377830,21 Rakennuspalo
2008,6684490,3389685,21 Rakennuspalo
2008,6687056,3395972,21 Rakennuspalo
2008,6677348,3380271,21 Rakennuspalo
2008,6678170,3395810,21 Rakennuspalo
2008,6677020,3386720,21 Rakennuspalo
2008,6677780,3391820,21 Rakennuspalo
2008,6678818,3371952,21 Rakennuspalo
2008,6679730,3395050,21 Rakennuspalo
2008,6686183,3378331,21 Rakennuspalo
2008,6677640,3390880,21 Rakennuspalo
2008,6678760,3382820,21 Rakennuspalo
2008,6679860,3386700,21 Rakennuspalo
2008,6694679,3394153,21 Rakennuspalo
2008,6673148,3369155,21 Rakennuspalo
2008,6673249,3369088,21 Rakennuspalo
2008,6675370,3385070,21 Rakennuspalo
2008,6677050,3386540,21 Rakennuspalo
2008,6681030,3383230,21 Rakennuspalo
2008,6689040,3392902,21 Rakennuspalo
2008,6678820,3386490,21 Rakennuspalo
2008,6673631,3368805,21 Rakennuspalo
2008,6687142,3377202,21 Rakennuspalo
2008,6688570,3391597,21 Rakennuspalo
2008,6694550,3394184,21 Rakennuspalo
2008,6680370,3385720,21 Rakennuspalo
2008,6682460,3381620,21 Rakennuspalo
2008,6682340,3378915,21 Rakennuspalo
2008,6688152,3386434,21 Rakennuspalo
2008,6688882,3392079,21 Rakennuspalo
2008,6682340,3378915,21 Rakennuspalo
2008,6673480,3386240,21 Rakennuspalo
2008,6680190,3382600,21 Rakennuspalo
2008,6675137,3374514,21 Rakennuspalo
2008,6678350,3387530,21 Rakennuspalo
2008,6685340,3394150,21 Rakennuspalo
2008,6674180,3384140,21 Rakennuspalo
2008,6683386,3375067,21 Rakennuspalo
2008,6677830,3387200,21 Rakennuspalo
2008,6678690,3392090,21 Rakennuspalo
2008,6687152,3396213,21 Rakennuspalo
2008,6688226,3381297,21 Rakennuspalo
2008,6686610,3379217,21 Rakennuspalo
2008,6682420,3382410,21 Rakennuspalo
2008,6678700,3383510,21 Rakennuspalo
2008,6694487,3382952,21 Rakennuspalo
2008,6673750,3385990,21 Rakennuspalo
2008,6678870,3382010,21 Rakennuspalo
2008,6690215,3389529,21 Rakennuspalo
2008,6677212,3379799,21 Rakennuspalo
2008,6681746,3379928,21 Rakennuspalo
2008,6678680,3397210,21 Rakennuspalo
2008,6680215,3379485,21 Rakennuspalo
2008,6679760,3391930,21 Rakennuspalo
2008,6677850,3387100,21 Rakennuspalo
2008,6681470,3379116,21 Rakennuspalo
2008,6678040,3397260,21 Rakennuspalo
2008,6676980,3386880,21 Rakennuspalo
2008,6677410,3384010,21 Rakennuspalo
2008,6679950,3383640,21 Rakennuspalo
2008,6694420,3382956,21 Rakennuspalo
2008,6679180,3399110,21 Rakennuspalo
2008,6692405,3383577,21 Rakennuspalo
2008,6677500,3385810,21 Rakennuspalo
2008,6676450,3386900,21 Rakennuspalo
2008,6682290,3393070,21 Rakennuspalo
2008,6681680,3393380,21 Rakennuspalo
2008,6679840,3393880,21 Rakennuspalo
2008,6670655,3372486,21 Rakennuspalo
2008,6677850,3387100,21 Rakennuspalo
2008,6681710,3389430,21 Rakennuspalo
2008,6675940,3385010,21 Rakennuspalo
2008,6676890,3384470,21 Rakennuspalo
2008,6680260,3381850,21 Rakennuspalo
2008,6691695,3394026,21 Rakennuspalo
2008,6676590,3385850,21 Rakennuspalo
2008,6674402,3381742,21 Rakennuspalo
2008,6679434,3375895,21 Rakennuspalo
2008,6675400,3384930,21 Rakennuspalo
2008,6675010,3391320,21 Rakennuspalo
2008,6687745,3387349,21 Rakennuspalo
2008,6675803,3373782,21 Rakennuspalo
2008,6686998,3379563,21 Rakennuspalo
2008,6673690,3386040,21 Rakennuspalo
2008,6674990,3392160,21 Rakennuspalo
2008,6673663,3368967,21 Rakennuspalo
2008,6674770,3385340,21 Rakennuspalo
2008,6673671,3375123,21 Rakennuspalo
2008,6679563,3369413,21 Rakennuspalo
2008,6674000,3385660,21 Rakennuspalo
2008,6674080,3380990,21 Rakennuspalo
2008,6676700,3386730,21 Rakennuspalo
2008,6673679,3369289,21 Rakennuspalo
2008,6676700,3378246,21 Rakennuspalo
2008,6680370,3382530,21 Rakennuspalo
2008,6683010,3382860,21 Rakennuspalo
2008,6673730,3368719,21 Rakennuspalo
2008,6678518,3370655,21 Rakennuspalo
2008,6679390,3397270,21 Rakennuspalo
2008,6678898,3370605,21 Rakennuspalo
2008,6686390,3391140,21 Rakennuspalo
2008,6676360,3386830,21 Rakennuspalo
2008,6685712,3378626,21 Rakennuspalo
2008,6682930,3382650,21 Rakennuspalo
2008,6676580,3391120,21 Rakennuspalo
2008,6680280,3382740,21 Rakennuspalo
2008,6674970,3385150,21 Rakennuspalo
2008,6686282,3394906,21 Rakennuspalo
2008,6678760,3398010,21 Rakennuspalo
2008,6678030,3386940,21 Rakennuspalo
2008,6679670,3391190,21 Rakennuspalo
2008,6683240,3382780,21 Rakennuspalo
2008,6677570,3384020,21 Rakennuspalo
2008,6676640,3386420,21 Rakennuspalo
2008,6676970,3386850,21 Rakennuspalo
2008,6678670,3382890,21 Rakennuspalo
2008,6681960,3390100,21 Rakennuspalo
2008,6683406,3375155,21 Rakennuspalo
2008,6679510,3382590,21 Rakennuspalo
2008,6681840,3383320,21 Rakennuspalo
2008,6681970,3395780,21 Rakennuspalo
2008,6678090,3396110,21 Rakennuspalo
2008,6678100,3386050,21 Rakennuspalo
2008,6674390,3368824,21 Rakennuspalo
2008,6679840,3393880,21 Rakennuspalo
2008,6681661,3376164,21 Rakennuspalo
2008,6676860,3386750,21 Rakennuspalo
2008,6676630,3386190,21 Rakennuspalo
2008,6691794,3393275,21 Rakennuspalo
2008,6696752,3394035,21 Rakennuspalo
2008,6676714,3371705,21 Rakennuspalo
2008,6677275,3380273,21 Rakennuspalo
2008,6686183,3378282,21 Rakennuspalo
2008,6678060,3385020,21 Rakennuspalo
2008,6676030,3387060,21 Rakennuspalo
2008,6682410,3381190,21 Rakennuspalo
2008,6676360,3386250,21 Rakennuspalo
2008,6692857,3385517,21 Rakennuspalo
2008,6689528,3389199,21 Rakennuspalo
2008,6678255,3394113,21 Rakennuspalo
2008,6680620,3381090,21 Rakennuspalo
2008,6674580,3385030,21 Rakennuspalo
2008,6678870,3382010,21 Rakennuspalo
2008,6678474,3376306,21 Rakennuspalo
2008,6675573,3373915,21 Rakennuspalo
2008,6689043,3386937,21 Rakennuspalo
2008,6680520,3386010,21 Rakennuspalo
2008,6680520,3386010,21 Rakennuspalo
2008,6677886,3386312,21 Rakennuspalo
2008,6687095,3395399,21 Rakennuspalo
2008,6679995,3388350,21 Rakennuspalo
2008,6679995,3388350,21 Rakennuspalo
2008,6679810,3388190,21 Rakennuspalo
2008,6688326,3387129,21 Rakennuspalo
2008,6679995,3388350,21 Rakennuspalo
2008,6684078,3380448,21 Rakennuspalo
2008,6693738,3395158,21 Rakennuspalo
2008,6676510,3386950,21 Rakennuspalo
2008,6683270,3385790,21 Rakennuspalo
2008,6681697,3390140,21 Rakennuspalo
2008,6674050,3385387,21 Rakennuspalo
2008,6680324,3383388,21 Rakennuspalo
2008,6689447,3388144,21 Rakennuspalo
2008,6680542,3393400,21 Rakennuspalo
2008,6679040,3397205,21 Rakennuspalo
2008,6686186,3375540,21 Rakennuspalo
2008,6680224,3379516,21 Rakennuspalo
2008,6687076,3379485,21 Rakennuspalo
2008,6675770,3378303,21 Rakennuspalo
2008,6679155,3397582,21 Rakennuspalo
2008,6685052,3380929,21 Rakennuspalo
2008,6674515,3397171,21 Rakennuspalo
2008,6674650,3385116,21 Rakennuspalo
2008,6676577,3385894,21 Rakennuspalo
2008,6680257,3387255,21 Rakennuspalo
2008,6681584,3377459,21 Rakennuspalo
2008,6682661,3394964,21 Rakennuspalo
2008,6674667,3385671,21 Rakennuspalo
2008,6688871,3390837,21 Rakennuspalo
2008,6678525,3397640,21 Rakennuspalo
2008,6675510,3385053,21 Rakennuspalo
2008,6679277,3385137,21 Rakennuspalo
2008,6683339,3385248,21 Rakennuspalo
2008,6679228,3392078,21 Rakennuspalo
2008,6674774,3385916,21 Rakennuspalo
2008,6687507,3394085,21 Rakennuspalo
2008,6687126,3391616,21 Rakennuspalo
2008,6677813,3387039,21 Rakennuspalo
2008,6675953,3385026,21 Rakennuspalo
2008,6684768,3393235,21 Rakennuspalo
2008,6696306,3371744,21 Rakennuspalo
2008,6676601,3385933,21 Rakennuspalo
2008,6677626,3387081,21 Rakennuspalo
2008,6674044,3385487,21 Rakennuspalo
2008,6672363,3370532,21 Rakennuspalo
2008,6674638,3387758,21 Rakennuspalo
2008,6676249,3386600,21 Rakennuspalo
2008,6676576,3391481,21 Rakennuspalo
2008,6676602,3387019,21 Rakennuspalo
2008,6684326,3388940,21 Rakennuspalo
2008,6677835,3386564,21 Rakennuspalo
2008,6675505,3386081,21 Rakennuspalo
2008,6676942,3387337,21 Rakennuspalo
2008,6677240,3378252,21 Rakennuspalo
2008,6676572,3386144,21 Rakennuspalo
2008,6684152,3393620,21 Rakennuspalo
2008,6681573,3394478,21 Rakennuspalo
2008,6674559,3387751,21 Rakennuspalo
2008,6674516,3387662,21 Rakennuspalo
2008,6679391,3371063,21 Rakennuspalo
2008,6677206,3386477,21 Rakennuspalo
2008,6680495,3396937,21 Rakennuspalo
2008,6674834,3384891,21 Rakennuspalo
2008,6685142,3390955,21 Rakennuspalo
2008,6689429,3391906,21 Rakennuspalo
2008,6676855,3387045,21 Rakennuspalo
2008,6677835,3386564,21 Rakennuspalo
2008,6680554,3398400,21 Rakennuspalo
2008,6684102,3390565,21 Rakennuspalo
2008,6677946,3385209,21 Rakennuspalo
2008,6676542,3386953,21 Rakennuspalo
2008,6683934,3396601,21 Rakennuspalo
2008,6675984,3374461,21 Rakennuspalo
2008,6687657,3396502,21 Rakennuspalo
2008,6674713,3386724,21 Rakennuspalo
2008,6682972,3382237,21 Rakennuspalo
2008,6688657,3392461,21 Rakennuspalo
2008,6674770,3386747,21 Rakennuspalo
2008,6691718,3393899,21 Rakennuspalo
2008,6674368,3368849,21 Rakennuspalo
2008,6680795,3392754,21 Rakennuspalo
2008,6677039,3384074,21 Rakennuspalo
2008,6677835,3386564,21 Rakennuspalo
2008,6677770,3383207,21 Rakennuspalo
2008,6682836,3367495,21 Rakennuspalo
2008,6677922,3367046,21 Rakennuspalo
2008,6677710,3371582,21 Rakennuspalo
2008,6695921,3370811,21 Rakennuspalo
2008,6679039,3370700,21 Rakennuspalo
2008,6678074,3371758,21 Rakennuspalo
2008,6681772,3375077,21 Rakennuspalo
2008,6679347,3394434,21 Rakennuspalo
2008,6688683,3390100,21 Rakennuspalo
2008,6674742,3368722,21 Rakennuspalo
2008,6678814,3391358,21 Rakennuspalo
2008,6677286,3378691,21 Rakennuspalo
2008,6673975,3385646,21 Rakennuspalo
2008,6677592,3387380,21 Rakennuspalo
2008,6683444,3394299,21 Rakennuspalo
2008,6675478,3390363,21 Rakennuspalo
2008,6684723,3390160,21 Rakennuspalo
2008,6681542,3392945,21 Rakennuspalo
2008,6686721,3391359,21 Rakennuspalo
2008,6680381,3385817,21 Rakennuspalo
2008,6678041,3386574,21 Rakennuspalo
2008,6676609,3386307,21 Rakennuspalo
2008,6676234,3386293,21 Rakennuspalo
2008,6679494,3393536,21 Rakennuspalo
2008,6686999,3381917,21 Rakennuspalo
2008,6677875,3383721,21 Rakennuspalo
2008,6688330,3388913,21 Rakennuspalo
2008,6675871,3373862,21 Rakennuspalo
2008,6677768,3389752,21 Rakennuspalo
2008,6679310,3382986,21 Rakennuspalo
2008,6677512,3385975,21 Rakennuspalo
2008,6677835,3386564,21 Rakennuspalo
2008,6688879,3390439,21 Rakennuspalo
2008,6676513,3387036,21 Rakennuspalo
2008,6682669,3380857,21 Rakennuspalo
2008,6674809,3386797,21 Rakennuspalo
2008,6692447,3380584,21 Rakennuspalo
2008,6675600,3376746,21 Rakennuspalo
2008,6682383,3393727,21 Rakennuspalo
2008,6679390,3371132,21 Rakennuspalo
2008,6682554,3387369,21 Rakennuspalo
2008,6681105,3385441,21 Rakennuspalo
2008,6676700,3381410,21 Rakennuspalo
2008,6688539,3393664,21 Rakennuspalo
2008,6682129,3393999,21 Rakennuspalo
2008,6673968,3384704,21 Rakennuspalo
2008,6679622,3394326,21 Rakennuspalo
2008,6677066,3386763,21 Rakennuspalo
2008,6677847,3387079,21 Rakennuspalo
2008,6677075,3384250,21 Rakennuspalo
2008,6674757,3376391,21 Rakennuspalo
2008,6676940,3384536,21 Rakennuspalo
2008,6675031,3385343,21 Rakennuspalo
2008,6677629,3385945,21 Rakennuspalo
2008,6673208,3382239,21 Rakennuspalo
2008,6686317,3391202,21 Rakennuspalo
2008,6674727,3381255,21 Rakennuspalo
2008,6682902,3383044,21 Rakennuspalo
2008,6682467,3395512,21 Rakennuspalo
2008,6686330,3375757,21 Rakennuspalo
2008,6679884,3384925,21 Rakennuspalo
2008,6676336,3386809,21 Rakennuspalo
2008,6674498,3385358,21 Rakennuspalo
2008,6674011,3374546,21 Rakennuspalo
2008,6680776,3381728,21 Rakennuspalo
2008,6682216,3373561,21 Rakennuspalo
2008,6687084,3380650,21 Rakennuspalo
2008,6673286,3374203,21 Rakennuspalo
2008,6676371,3379624,21 Rakennuspalo
2008,6676589,3384932,21 Rakennuspalo
2008,6687601,3379861,21 Rakennuspalo
2008,6677302,3390854,21 Rakennuspalo
2008,6676326,3386343,21 Rakennuspalo
2008,6677576,3395432,21 Rakennuspalo
2008,6678333,3397251,21 Rakennuspalo
2008,6677790,3376330,21 Rakennuspalo
2008,6678527,3383618,21 Rakennuspalo
2008,6675098,3392276,21 Rakennuspalo
2008,6677806,3376320,21 Rakennuspalo
2008,6676640,3386260,21 Rakennuspalo
2008,6674058,3382655,21 Rakennuspalo
2008,6692783,3385440,21 Rakennuspalo
2008,6677012,3384776,21 Rakennuspalo
2008,6677658,3383966,21 Rakennuspalo
2008,6678425,3387436,21 Rakennuspalo
2008,6679317,3393941,21 Rakennuspalo
2008,6674972,3384845,21 Rakennuspalo
2008,6675867,3376339,21 Rakennuspalo
2008,6682971,3395066,21 Rakennuspalo
2008,6686476,3376032,21 Rakennuspalo
2008,6674354,3387473,21 Rakennuspalo
2008,6667424,3370917,21 Rakennuspalo
2008,6682593,3388781,21 Rakennuspalo
2008,6682490,3382380,21 Rakennuspalo
2008,6672316,3370551,21 Rakennuspalo
2008,6675349,3378421,21 Rakennuspalo
2008,6669890,3373345,21 Rakennuspalo
2008,6678054,3386563,21 Rakennuspalo
2008,6675400,3386846,21 Rakennuspalo
2008,6689698,3389322,21 Rakennuspalo
2008,6683000,3393481,21 Rakennuspalo
2008,6681717,3393769,21 Rakennuspalo
2008,6676299,3386406,21 Rakennuspalo
2008,6674969,3386658,21 Rakennuspalo
2008,6678533,3385107,21 Rakennuspalo
2008,6682040,3390083,21 Rakennuspalo
2008,6670608,3371445,21 Rakennuspalo
2008,6671676,3370956,21 Rakennuspalo
2008,6682545,3395243,21 Rakennuspalo
2008,6679493,3397386,21 Rakennuspalo
2008,6677049,3390728,21 Rakennuspalo
2008,6684973,3376803,21 Rakennuspalo
2008,6676403,3380774,21 Rakennuspalo
2008,6675862,3385249,21 Rakennuspalo
2008,6673114,3382754,21 Rakennuspalo
2008,6676217,3386800,21 Rakennuspalo
2008,6676926,3387028,21 Rakennuspalo
2008,6675278,3373708,21 Rakennuspalo
2008,6676712,3370049,21 Rakennuspalo
2008,6677835,3386564,21 Rakennuspalo
2008,6670175,3373848,21 Rakennuspalo
2008,6690965,3391804,21 Rakennuspalo
2008,6681949,3381599,21 Rakennuspalo
2008,6676984,3378439,21 Rakennuspalo
2008,6687396,3396444,21 Rakennuspalo
2008,6673490,3385251,21 Rakennuspalo
2008,6682139,3389622,21 Rakennuspalo
2008,6678764,3396768,21 Rakennuspalo
2008,6677057,3386389,21 Rakennuspalo
2008,6679454,3395020,21 Rakennuspalo
2008,6684202,3393328,21 Rakennuspalo
2008,6679650,3394948,21 Rakennuspalo
2008,6676577,3385894,21 Rakennuspalo
2008,6677002,3387244,21 Rakennuspalo
2008,6675824,3386950,21 Rakennuspalo
2008,6672214,3388566,21 Rakennuspalo
2008,6683259,3375017,21 Rakennuspalo
2008,6673573,3385471,21 Rakennuspalo
2008,6674663,3384926,21 Rakennuspalo
2008,6674603,3372880,21 Rakennuspalo
2008,6684751,3381479,21 Rakennuspalo
2008,6681230,3380418,21 Rakennuspalo
2008,6674034,3374708,21 Rakennuspalo
2008,6681861,3383352,21 Rakennuspalo
2008,6680409,3382269,21 Rakennuspalo
2008,6676887,3384796,21 Rakennuspalo
2008,6671916,3370956,21 Rakennuspalo
2008,6676037,3386178,21 Rakennuspalo
2008,6675798,3384390,21 Rakennuspalo
2008,6676037,3386178,21 Rakennuspalo
2008,6677835,3386564,21 Rakennuspalo
2008,6676523,3386272,21 Rakennuspalo
2008,6676669,3386173,21 Rakennuspalo
2008,6677835,3386564,21 Rakennuspalo
2008,6681567,3387033,21 Rakennuspalo
2008,6677835,3386564,21 Rakennuspalo
2008,6678239,3386056,21 Rakennuspalo
2008,6681530,3389317,21 Rakennuspalo
2008,6682802,3393634,21 Rakennuspalo
2008,6682992,3388948,21 Rakennuspalo
2008,6680213,3379642,21 Rakennuspalo
2008,6678245,3396892,21 Rakennuspalo
2008,6676037,3386178,21 Rakennuspalo
2008,6676109,3386445,21 Rakennuspalo
2008,6677051,3386853,21 Rakennuspalo
2008,6676102,3386533,21 Rakennuspalo
2008,6686675,3390701,21 Rakennuspalo
2008,6676519,3386986,21 Rakennuspalo
2008,6681738,3380607,21 Rakennuspalo
2008,6687533,3390880,21 Rakennuspalo
2008,6676530,3386021,21 Rakennuspalo
2008,6684785,3389183,21 Rakennuspalo
2008,6676986,3380005,21 Rakennuspalo
2008,6683852,3390212,21 Rakennuspalo
2008,6680033,3394954,21 Rakennuspalo
2008,6689718,3389604,21 Rakennuspalo
2008,6688912,3385349,21 Rakennuspalo
2008,6688644,3390857,21 Rakennuspalo
2008,6675508,3384618,21 Rakennuspalo
2008,6676340,3379840,21 Rakennuspalo
2008,6679953,3374363,21 Rakennuspalo
2008,6672756,3382511,21 Rakennuspalo
2008,6679794,3387356,21 Rakennuspalo
2008,6681931,3391257,21 Rakennuspalo
2008,6679107,3397575,21 Rakennuspalo
2008,6675753,3378213,21 Rakennuspalo
2008,6685193,3388724,21 Rakennuspalo
2008,6672974,3371972,21 Rakennuspalo
2008,6677492,3366389,21 Rakennuspalo
2008,6678819,3396795,21 Rakennuspalo
2008,6673996,3382463,21 Rakennuspalo
2008,6677465,3387500,21 Rakennuspalo
2008,6676948,3386687,21 Rakennuspalo
2008,6675976,3384759,21 Rakennuspalo
2008,6680039,3382212,21 Rakennuspalo
2008,6694553,3393829,21 Rakennuspalo
2008,6683949,3396703,21 Rakennuspalo
2008,6673604,3386560,21 Rakennuspalo
2008,6677980,3382559,21 Rakennuspalo
2008,6672101,3370302,21 Rakennuspalo
2008,6687174,3389536,21 Rakennuspalo
2008,6675105,3375854,21 Rakennuspalo
2008,6683499,3386695,21 Rakennuspalo
2008,6678171,3382640,21 Rakennuspalo
2008,6677153,3391131,21 Rakennuspalo
2008,6678281,3396967,21 Rakennuspalo
2008,6673027,3382556,21 Rakennuspalo
2008,6675304,3385186,21 Rakennuspalo
2008,6689279,3384791,21 Rakennuspalo
2008,6674352,3385035,21 Rakennuspalo
2008,6676445,3386775,21 Rakennuspalo
2008,6679286,3393388,21 Rakennuspalo
2008,6683487,3389595,21 Rakennuspalo
2008,6676849,3387320,21 Rakennuspalo
2008,6679317,3392115,21 Rakennuspalo
2008,6680152,3383864,21 Rakennuspalo
2008,6694808,3392597,21 Rakennuspalo
2008,6672100,3388440,21 Rakennuspalo
2008,6681352,3385691,21 Rakennuspalo
2008,6678068,3385007,21 Rakennuspalo
2008,6680392,3387535,21 Rakennuspalo
2008,6686053,3388909,21 Rakennuspalo
2008,6673858,3385906,21 Rakennuspalo
2008,6680535,3382454,21 Rakennuspalo
2008,6694447,3383633,21 Rakennuspalo
2008,6679725,3397320,21 Rakennuspalo
2008,6674817,3386090,21 Rakennuspalo
2008,6683223,3394018,21 Rakennuspalo
2008,6683525,3386978,21 Rakennuspalo
2008,6685057,3380037,21 Rakennuspalo
2008,6676345,3386853,21 Rakennuspalo
2008,6681635,3383665,21 Rakennuspalo
2008,6672548,3370563,21 Rakennuspalo
2008,6676550,3384531,21 Rakennuspalo
2008,6675987,3374099,21 Rakennuspalo
2008,6674498,3385358,21 Rakennuspalo
2008,6676913,3386778,21 Rakennuspalo
2008,6678664,3391222,21 Rakennuspalo
2008,6676396,3386048,21 Rakennuspalo
2008,6694725,3393913,21 Rakennuspalo
2008,6688953,3370954,21 Rakennuspalo
2008,6674175,3384109,21 Rakennuspalo
2008,6676533,3385878,21 Rakennuspalo
2008,6681515,3385702,21 Rakennuspalo
2008,6684649,3390086,21 Rakennuspalo
2008,6677458,3386778,21 Rakennuspalo
2008,6687432,3380892,21 Rakennuspalo
2008,6690680,3391170,21 Rakennuspalo
2008,6678954,3397333,21 Rakennuspalo
2008,6673724,3383122,21 Rakennuspalo
2008,6673522,3385425,21 Rakennuspalo
2008,6676437,3384915,21 Rakennuspalo
2008,6688779,3396069,21 Rakennuspalo
2008,6694348,3394407,21 Rakennuspalo
2008,6681306,3394975,21 Rakennuspalo
2008,6682965,3395825,21 Rakennuspalo
2008,6682404,3382495,21 Rakennuspalo
2008,6681955,3394954,21 Rakennuspalo
2008,6675319,3386848,21 Rakennuspalo
2008,6683902,3383323,21 Rakennuspalo
2008,6675552,3384845,21 Rakennuspalo
2008,6681337,3390928,21 Rakennuspalo
2008,6678505,3384856,21 Rakennuspalo
2008,6681609,3392568,21 Rakennuspalo
2008,6679869,3394934,21 Rakennuspalo
2008,6675914,3386995,21 Rakennuspalo
2008,6677523,3395461,21 Rakennuspalo
2008,6676659,3386420,21 Rakennuspalo
2008,6684356,3393366,21 Rakennuspalo
2008,6686246,3388525,21 Rakennuspalo
2008,6679668,3394594,21 Rakennuspalo
2008,6694813,3393980,21 Rakennuspalo
2008,6679245,3394434,21 Rakennuspalo
2008,6676531,3385016,21 Rakennuspalo
2008,6679007,3393713,21 Rakennuspalo
2008,6687686,3387355,21 Rakennuspalo
2008,6672161,3370578,21 Rakennuspalo
2008,6680389,3379237,21 Rakennuspalo
2008,6692733,3389806,21 Rakennuspalo
2008,6681905,3379277,21 Rakennuspalo
2008,6678791,3386499,21 Rakennuspalo
2008,6677204,3384435,21 Rakennuspalo
2008,6675125,3374897,21 Rakennuspalo
2008,6678965,3393732,21 Rakennuspalo
2008,6674564,3375147,21 Rakennuspalo
2008,6696120,3378549,21 Rakennuspalo
2008,6677834,3387166,21 Rakennuspalo
2008,6678413,3371609,21 Rakennuspalo
2008,6680152,3380043,21 Rakennuspalo
2008,6684093,3393242,21 Rakennuspalo
2008,6678762,3396858,21 Rakennuspalo
2008,6679208,3393692,21 Rakennuspalo
2008,6692758,3389828,21 Rakennuspalo
2008,6678743,3383448,21 Rakennuspalo
2008,6672579,3382543,21 Rakennuspalo
2008,6678724,3370152,21 Rakennuspalo
2008,6678278,3386098,21 Rakennuspalo
2008,6674361,3386138,21 Rakennuspalo
2008,6683384,3382056,21 Rakennuspalo
2008,6677497,3384202,21 Rakennuspalo
2008,6683502,3390209,21 Rakennuspalo
2008,6685992,3375441,21 Rakennuspalo
2008,6680998,3380627,21 Rakennuspalo
2008,6679181,3370760,21 Rakennuspalo
2008,6682048,3387856,21 Rakennuspalo
2008,6675920,3377815,21 Rakennuspalo
2008,6678770,3383455,21 Rakennuspalo
2008,6686544,3391335,21 Rakennuspalo
2008,6694021,3395371,21 Rakennuspalo
2008,6680527,3368611,21 Rakennuspalo
2008,6674704,3385374,21 Rakennuspalo
2008,6678453,3398038,21 Rakennuspalo
2008,6681964,3391751,21 Rakennuspalo
2008,6676351,3379506,21 Rakennuspalo
2008,6680988,3386672,21 Rakennuspalo
2008,6679042,3394118,21 Rakennuspalo
2008,6676351,3386394,21 Rakennuspalo
2008,6674291,3383591,21 Rakennuspalo
2008,6686984,3381676,21 Rakennuspalo
2008,6675429,3368521,21 Rakennuspalo
2008,6674949,3371533,21 Rakennuspalo
2008,6676094,3381013,21 Rakennuspalo
2008,6674540,3391742,21 Rakennuspalo
2008,6680888,3377408,21 Rakennuspalo
2008,6675206,3377035,21 Rakennuspalo
2008,6681213,3393329,21 Rakennuspalo
2008,6674095,3375049,21 Rakennuspalo
2008,6676718,3384253,21 Rakennuspalo
2008,6688343,3391588,21 Rakennuspalo
2008,6679295,3386227,21 Rakennuspalo
